rpt,fold,feature,AUC_multi,AUC0vall,AUC1vall,AUC2vall,AUC3vall,accuracy
1,1,RQ20_NumberOfPregnancies,0.770935437278122,0.848742086168876,0.788584183673469,0.730988139389711,0.779700115340254,0.542857142857143
1,1,RQ21_NumberOfLiveBirths,0.770002443100628,0.84801887463543,0.786716472303207,0.730731098299857,0.779302390327328,0.547899159663866
1,1,gender_menstrating_cohorts,0.770463830765066,0.847983306855097,0.78656462585034,0.730327176587229,0.780296702859643,0.539495798319328
1,1,time_to_fu,0.73762913257774,0.781590116899438,0.772275874635568,0.676220027172915,0.76971721751581,0.505882352941176
1,2,baseline,0.78542798719192,0.889791114334288,0.836734693877551,0.740290324361121,0.744703070712751,0.584175084175084
1,2,DER_RBC_Last12months,0.781974351381163,0.884488723502907,0.83958057495929,0.72910418928118,0.743176751752254,0.592592592592593
1,2,DER_RBC_Last24months,0.776814464701684,0.869366209741657,0.832899602794138,0.727908303129542,0.74191151366658,0.562289562289562
1,2,DER_RBCLoss_mL,0.785554264565367,0.886509814178546,0.839839291421266,0.740547899839935,0.746028558231077,0.585858585858586
1,2,DER_DaysRBCLoss,0.781678651211257,0.88621259496154,0.840965468961634,0.725700513311133,0.742835338300564,0.582491582491583
1,2,DER_DaysDRLoss,0.785174265926152,0.889529561423323,0.836612944954268,0.739664783912572,0.744662904424317,0.584175084175084
1,2,RQ1_Ever_Donated,0.785569871445246,0.890242887544137,0.83708472203199,0.740271926112634,0.74450223927058,0.584175084175084
1,2,cumLifetimeDonations,0.782056880246457,0.889660337878806,0.835045427567,0.728184276856843,0.74518506617396,0.589225589225589
1,2,FingerstickHGB_equiv,0.77408538633684,0.885630045296209,0.810254303063507,0.744466726767612,0.729399714819352,0.582491582491583
1,2,DD_ABO_RH,0.786750490657834,0.888126686719056,0.842259051271515,0.738928853973102,0.748117205229651,0.585858585858586
1,2,DER_AdjVenousHgb,0.762799431143661,0.878532450394113,0.802934149051119,0.702518720217835,0.741670515935975,0.555555555555556
1,2,DER_Weight,0.782750351414024,0.888697347615707,0.838195680956947,0.733335786433132,0.739360954351013,0.572390572390572
1,2,DER_Height,0.784460774207883,0.887663024740528,0.839200109574031,0.738358508270013,0.742734922579479,0.582491582491583
1,2,BMI,0.778387377048452,0.883644620926611,0.837754341110046,0.731256784354129,0.732733516759384,0.575757575757576
1,2,DER_EBV,0.784798366944183,0.888031576569615,0.841041562038686,0.73775136606995,0.740686441869339,0.594276094276094
1,2,DER_RedCellVolume,0.782315751718631,0.889386896199161,0.844602718044712,0.72097216345004,0.744180908963107,0.592592592592593
1,2,DER_PercentRBCLoss,0.782702115048539,0.885737044214331,0.838241336803178,0.734936434051478,0.740124113831261,0.580808080808081
1,2,DD_Country,0.784811544429128,0.889636560341445,0.836506414646395,0.740235129615661,0.743016086598518,0.582491582491583
1,2,DER_Age,0.782099278901265,0.882919406037117,0.838850081419592,0.736077125457656,0.739622035225835,0.577441077441077
1,2,Gender_F,0.785910973118068,0.889993223401852,0.838195680956947,0.736886648391073,0.748619283835077,0.589225589225589
1,2,DD_Raceth,0.783602636707508,0.889791114334288,0.834254059565661,0.739609589167111,0.741369268772719,0.580808080808081
1,2,RQ7_Ever_Smoked,0.784045678528977,0.889921890789771,0.840128445114063,0.736665869409232,0.739501536360533,0.587542087542088
1,2,RQ8_Smoked_Past_90Days,0.785439412553579,0.889505783885963,0.837617373571352,0.739535996173164,0.74450223927058,0.585858585858586
1,2,RQ11_Liver,0.784785345933078,0.889161009594236,0.837678248032994,0.73848729600942,0.743498082059727,0.584175084175084
1,2,RQ11_Beef,0.783674343083104,0.887746246121289,0.840478473268502,0.736647471160745,0.740726608157773,0.585858585858586
1,2,RQ11_LPCT,0.785677711979377,0.889279897281039,0.839717542497984,0.740235129615661,0.743879661799851,0.584175084175084
1,2,RQ11_Clams,0.78561595021981,0.890647105679265,0.837145596493631,0.738229720530606,0.746972466009278,0.584175084175084
1,2,RQ11_OMSS,0.785092135280385,0.88933934112444,0.837754341110046,0.74080547531875,0.74245375856044,0.585858585858586
1,2,RQ11_OtrFish,0.784254389476429,0.887139918918598,0.837632592186763,0.735451585009107,0.746570803124937,0.585858585858586
1,2,RQ11_Eggs,0.786142292616793,0.889755448028248,0.838606583573027,0.739885562894412,0.745365814471914,0.594276094276094
1,2,RQ11_Dairy,0.785632632590865,0.887377694292202,0.839093579266158,0.734568469081743,0.749603357901713,0.590909090909091
1,2,compositeIronScore,0.781659393843589,0.883822952456814,0.837556499109711,0.734255698857469,0.741670515935975,0.574074074074074
1,2,supp_iron_pct_of_daily,0.783095731814971,0.887353916754842,0.836947754493296,0.737548985336596,0.740124113831261,0.585858585858586
1,2,multivitamins_per_week,0.784621674935908,0.889161009594236,0.837678248032994,0.736555479918312,0.745305565039263,0.587542087542088
1,2,RQ17_NumberOfPeriods,0.787050555467252,0.889696004184847,0.839732761113394,0.742314131694663,0.745506396481433,0.585858585858586
1,2,RQ18_Menstrual_Flow,0.783584759251511,0.890861103515509,0.840371942960629,0.739922359391386,0.734701664892656,0.587542087542088
1,2,menstrual_flow_times_freq,0.783986671050083,0.885796488057732,0.839595793574701,0.739462403179217,0.740003614965959,0.585858585858586
1,2,RQ19_Ever_Pregnant,0.785241190043363,0.888733013921748,0.837754341110046,0.73933361543981,0.745044484164441,0.587542087542088
1,2,RQ20_NumberOfPregnancies,0.786187020045754,0.888780568996469,0.838621802188437,0.742810884403805,0.74450223927058,0.590909090909091
1,2,RQ21_NumberOfLiveBirths,0.784731185092812,0.889541450192004,0.838195680956947,0.738947252221589,0.743036169742735,0.585858585858586
1,2,gender_menstrating_cohorts,0.785583084318008,0.889113454519515,0.838134806495305,0.738892057476128,0.746369971682767,0.582491582491583
1,2,time_to_fu,0.731195726638203,0.810837801528896,0.781658524707422,0.684929994664508,0.70503886088406,0.505050505050505
1,3,baseline,0.796776227802877,0.88688602765856,0.820569397198983,0.755807522123894,0.799364082749738,0.583473861720067
1,3,DER_RBC_Last12months,0.796892913699635,0.88724368144969,0.825089638687138,0.748801622418879,0.79974643805844,0.590219224283305
1,3,DER_RBC_Last24months,0.777748201206828,0.870135908440629,0.800787594618614,0.724926253687316,0.787048217016824,0.57504215851602
1,3,DER_RBCLoss_mL,0.788279670252759,0.87792083929423,0.81834758358616,0.736430678466077,0.793669001046446,0.588532883642496
1,3,DER_DaysRBCLoss,0.793428062510603,0.885968049594659,0.824216236094511,0.735508849557522,0.801839330274491,0.569983136593592
1,3,DER_DaysDRLoss,0.796700735567514,0.88688602765856,0.820753271429009,0.755309734513274,0.799263462931659,0.581787521079258
1,3,RQ1_Ever_Donated,0.796941712476757,0.886897949451598,0.82055407434648,0.756913716814159,0.799001851404653,0.583473861720067
1,3,cumLifetimeDonations,0.797041331293555,0.883941344778255,0.822086359596703,0.75438790560472,0.801416727038557,0.578414839797639
1,3,FingerstickHGB_equiv,0.785874580306949,0.876824034334764,0.795026202077779,0.742699115044248,0.804455445544554,0.573355817875211
1,3,DD_ABO_RH,0.793948333603153,0.88570577014783,0.822729919401796,0.751511799410029,0.792119455848024,0.588532883642496
1,3,DER_AdjVenousHgb,0.765739427269467,0.87049356223176,0.80006742055101,0.690265486725664,0.783103920148112,0.561551433389545
1,3,DER_Weight,0.796228285997292,0.88463280877444,0.822729919401796,0.7523598820059,0.799263462931659,0.578414839797639
1,3,DER_Height,0.792664289916037,0.88140200286123,0.82151941405412,0.744376843657817,0.797251066570072,0.585160202360877
1,3,BMI,0.791392672153501,0.8793037672866,0.820079065918911,0.748322271386431,0.793709248973678,0.559865092748735
1,3,DER_EBV,0.793292413620949,0.885479256080114,0.819282277588796,0.749778761061947,0.793125654028818,0.580101180438449
1,3,DER_RedCellVolume,0.788161672692472,0.881413924654268,0.821917808219178,0.735453539823009,0.786263382435805,0.571669477234401
1,3,DER_PercentRBCLoss,0.802246828457682,0.8836075345732,0.823496062026907,0.764638643067847,0.807997263140948,0.585160202360877
1,3,DD_Country,0.796540294713191,0.886695278969957,0.82041616867396,0.755272861356932,0.799223215004427,0.581787521079258
1,3,DER_Age,0.791782677521401,0.881330472103004,0.823158959271858,0.750387168141593,0.787692183852532,0.585160202360877
1,3,Gender_F,0.794916993364254,0.885002384358608,0.817474180993534,0.75320796460177,0.799847057876519,0.580101180438449
1,3,DD_Raceth,0.794177513696931,0.885300429184549,0.816324967055867,0.751880530973451,0.799082347259116,0.588532883642496
1,3,RQ7_Ever_Smoked,0.792952946685369,0.883857892226991,0.821335539824094,0.754406342182891,0.788195282942928,0.573355817875211
1,3,RQ8_Smoked_Past_90Days,0.796610155445354,0.886409155937053,0.82124360270908,0.755530973451327,0.798579248168719,0.585160202360877
1,3,RQ11_Liver,0.797669892005004,0.886003814973772,0.821733933989151,0.756969026548673,0.80067214038477,0.585160202360877
1,3,RQ11_Beef,0.792530446575984,0.883893657606104,0.819420183261316,0.746349557522124,0.797311438460919,0.578414839797639
1,3,RQ11_LPCT,0.795298454352867,0.885872675250358,0.820707302871503,0.755217551622419,0.796224744425662,0.581787521079258
1,3,RQ11_Clams,0.794902827569836,0.884954697186457,0.820462137231467,0.751714601769911,0.79755292602431,0.585160202360877
1,3,RQ11_OMSS,0.796093293905281,0.88550309966619,0.821151665594067,0.753502949852507,0.799384206713354,0.580101180438449
1,3,RQ11_OtrFish,0.795279971079817,0.883583690987125,0.820983114216543,0.754738200589971,0.796244868389278,0.583473861720067
1,3,RQ11_Eggs,0.794920807941944,0.884287076776347,0.820691980019,0.75320796460177,0.796949207115834,0.578414839797639
1,3,RQ11_Dairy,0.795520771555183,0.883357176919409,0.822745242254298,0.751769911504425,0.797230942606456,0.583473861720067
1,3,compositeIronScore,0.788318849949351,0.877682403433476,0.819787931721369,0.740339233038348,0.789946067777509,0.573355817875211
1,3,supp_iron_pct_of_daily,0.791681152918236,0.8827849308536,0.8200024516564,0.745224926253687,0.793467761410287,0.581787521079258
1,3,multivitamins_per_week,0.794948590911571,0.884907010014306,0.82041616867396,0.754738200589971,0.795902761007808,0.57504215851602
1,3,RQ17_NumberOfPeriods,0.795000568503435,0.884692417739628,0.819542766081334,0.754959439528024,0.795158174354021,0.57504215851602
1,3,RQ18_Menstrual_Flow,0.795196984053559,0.886790653314258,0.822392816646747,0.754498525073746,0.793105530065202,0.585160202360877
1,3,menstrual_flow_times_freq,0.795056191966144,0.885014306151645,0.823741227666942,0.754185103244838,0.792461563229494,0.578414839797639
1,3,RQ19_Ever_Pregnant,0.796311212495139,0.886027658559847,0.820845208544023,0.753871681415929,0.799726314094824,0.581787521079258
1,3,RQ20_NumberOfPregnancies,0.795763440469598,0.885920362422508,0.82193313107168,0.754000737463127,0.797774289624084,0.578414839797639
1,3,RQ21_NumberOfLiveBirths,0.795696907082885,0.884668574153553,0.819205663326285,0.755586283185841,0.79916284311358,0.57672849915683
1,3,gender_menstrating_cohorts,0.796117300503094,0.886289938006676,0.820324231558947,0.754443215339233,0.799021975368269,0.583473861720067
1,3,time_to_fu,0.755543708886431,0.821590367191226,0.785832490576446,0.706803097345133,0.770908798196893,0.534569983136594
1,4,baseline,0.772650311110887,0.873635057471264,0.806314884206647,0.720416797531731,0.76334415518945,0.564189189189189
1,4,DER_RBC_Last12months,0.769058847929231,0.867301245210728,0.807282388353093,0.711678090416982,0.762497227319473,0.555743243243243
1,4,DER_RBC_Last24months,0.747636072142261,0.843211206896552,0.7921248233921,0.693221497589004,0.73164485491319,0.543918918918919
1,4,DER_RBCLoss_mL,0.774126383523277,0.877969348659004,0.808357392960256,0.719197443050603,0.762860196406606,0.564189189189189
1,4,DER_DaysRBCLoss,0.766212189369047,0.868378831417625,0.809155967811291,0.700352873796811,0.760863866427376,0.570945945945946
1,4,DER_DaysDRLoss,0.7721873852203,0.873527298850575,0.806407027458689,0.720028821105918,0.7620535984352,0.564189189189189
1,4,RQ1_Ever_Donated,0.772755147662801,0.873515325670498,0.806483813502058,0.720841724093336,0.763142505696598,0.564189189189189
1,4,cumLifetimeDonations,0.768558179853866,0.870330459770115,0.806652742797469,0.709442607201581,0.760339577745962,0.565878378378378
1,4,FingerstickHGB_equiv,0.757919267043594,0.864427681992337,0.764405061735979,0.718125889112643,0.754431247605412,0.555743243243243
1,4,DD_ABO_RH,0.773705635712482,0.869863505747126,0.808418821794951,0.721728527352338,0.766994011010062,0.569256756756757
1,4,DER_AdjVenousHgb,0.742913447756368,0.865277777777778,0.759751827507832,0.660446727141722,0.76538081506725,0.530405405405405
1,4,DER_Weight,0.772460181554229,0.870378352490422,0.807927391117391,0.719714744951688,0.762537557218044,0.569256756756757
1,4,DER_Height,0.770371772830978,0.869767720306513,0.808219178082192,0.716019731372513,0.759653969470267,0.564189189189189
1,4,BMI,0.769176031608882,0.866870210727969,0.806883100927575,0.710237035121104,0.762335907725192,0.576013513513513
1,4,DER_EBV,0.76780051074884,0.868486590038314,0.806391670250015,0.714467825669259,0.754390917706842,0.560810810810811
1,4,DER_RedCellVolume,0.76559845986208,0.868019636015326,0.811997051415935,0.712712694219151,0.742332278034321,0.581081081081081
1,4,DER_PercentRBCLoss,0.773372860162875,0.865541187739464,0.809278825480681,0.717922663365788,0.769595289467847,0.560810810810811
1,4,DD_Country,0.772594151490103,0.873551245210728,0.806560599545427,0.720379847395939,0.763001351051602,0.565878378378378
1,4,DER_Age,0.769924427757558,0.865529214559387,0.808234535290866,0.715668705082491,0.76076304168095,0.560810810810811
1,4,Gender_F,0.771875077775825,0.872222222222222,0.803289514097918,0.721525301605483,0.763646629428727,0.565878378378378
1,4,DD_Raceth,0.773046610194658,0.875443007662835,0.808157749247497,0.718827941692686,0.763223165493739,0.572635135135135
1,4,RQ7_Ever_Smoked,0.771981158137352,0.876652298850575,0.806729528840838,0.727511223603747,0.753221350648303,0.560810810810811
1,4,RQ8_Smoked_Past_90Days,0.772776425645353,0.873180076628353,0.805977025615824,0.721968703234984,0.763102175798028,0.565878378378378
1,4,RQ11_Liver,0.772030153457876,0.873072318007663,0.805915596781129,0.720712398618065,0.761710794297352,0.560810810810811
1,4,RQ11_Beef,0.765205873453001,0.869121168582376,0.805700595859697,0.70814935244887,0.754269928011131,0.5625
1,4,RQ11_LPCT,0.771816660543588,0.872150383141763,0.806883100927575,0.719049642507436,0.76338448508802,0.5625
1,4,RQ11_Clams,0.771519505373209,0.873215996168582,0.80706738743166,0.716758734088348,0.762033433485915,0.557432432432432
1,4,RQ11_OMSS,0.772632297859114,0.873180076628353,0.808388107377603,0.720010346038022,0.762194753080196,0.565878378378378
1,4,RQ11_OtrFish,0.771654095704935,0.872569444444445,0.807865962282695,0.716573983409389,0.762073763384485,0.564189189189189
1,4,RQ11_Eggs,0.771539492984124,0.870965038314176,0.808464893420972,0.71795961350158,0.762214918029481,0.569256756756757
1,4,RQ11_Dairy,0.771569137256954,0.871048850574713,0.808326678542908,0.717996563637371,0.761993103587345,0.560810810810811
1,4,compositeIronScore,0.766954224196806,0.866079980842912,0.809109896185269,0.710310935392688,0.756125103345365,0.574324324324324
1,4,supp_iron_pct_of_daily,0.7691143371431,0.868283045977011,0.805316665642853,0.715631754946699,0.760198423100966,0.5625
1,4,multivitamins_per_week,0.771377714957445,0.871420019157088,0.806852386510228,0.715945831100929,0.764493557298703,0.576013513513513
1,4,RQ17_NumberOfPeriods,0.771930841834972,0.875478927203065,0.806867743718902,0.715095977977719,0.762456897420903,0.5625
1,4,RQ18_Menstrual_Flow,0.772664896233668,0.872856800766284,0.809217396645986,0.72113732517967,0.760500897340243,0.565878378378378
1,4,menstrual_flow_times_freq,0.774759897363435,0.872030651340996,0.809478469193439,0.717220610785745,0.771631949345647,0.567567567567568
1,4,RQ19_Ever_Pregnant,0.772709041127828,0.873204022988506,0.806360955832668,0.719825595359063,0.764332237704422,0.560810810810811
1,4,RQ20_NumberOfPregnancies,0.772911685521734,0.872952586206897,0.809386325941397,0.720324422192252,0.762315742775907,0.567567567567568
1,4,RQ21_NumberOfLiveBirths,0.770853979279527,0.873479406130268,0.807021315805639,0.718033513773163,0.759291000383134,0.567567567567568
1,4,gender_menstrating_cohorts,0.773107249470134,0.87411398467433,0.805915596781129,0.721469876401796,0.764654876892985,0.565878378378378
1,4,time_to_fu,0.74081017173585,0.811985153256705,0.776184040788746,0.698061965377723,0.736807081930189,0.527027027027027
1,5,baseline,0.766657412205787,0.85820162835249,0.784292646968487,0.705858444029782,0.780827166219677,0.550675675675676
1,5,DER_RBC_Last12months,0.767112029361929,0.86040469348659,0.783570858160821,0.70286548303065,0.781714423988224,0.555743243243243
1,5,DER_RBC_Last24months,0.749884243360148,0.840193965517241,0.774295104121875,0.688879856633473,0.754350587808272,0.535472972972973
1,5,DER_RBCLoss_mL,0.761390182654955,0.848479406130268,0.779685484366362,0.694126775915901,0.783751083866024,0.545608108108108
1,5,DER_DaysRBCLoss,0.764191998321753,0.854849137931034,0.785674795749125,0.696214458588135,0.778750176443306,0.554054054054054
1,5,DER_DaysDRLoss,0.767036876315662,0.858896072796935,0.784937649732785,0.706745247288784,0.780544856929685,0.554054054054054
1,5,RQ1_Ever_Donated,0.767113446270177,0.857998084291188,0.784277289759813,0.70814935244887,0.78060535177754,0.548986486486487
1,5,cumLifetimeDonations,0.767072444528178,0.855795019157088,0.784937649732785,0.704195687919153,0.785081970518844,0.552364864864865
1,5,FingerstickHGB_equiv,0.746527707791032,0.844827586206897,0.743073898888138,0.703530585474902,0.760662216934524,0.523648648648649
1,5,DD_ABO_RH,0.763886321007655,0.854813218390805,0.785398365992997,0.70107340144475,0.777963743421185,0.543918918918919
1,5,DER_AdjVenousHgb,0.746113576530025,0.828304597701149,0.762285766939001,0.67751768987751,0.780746506422536,0.515202702702703
1,5,DER_Weight,0.764787560663591,0.853041187739464,0.786273726887401,0.700038797642581,0.780343207436833,0.54222972972973
1,5,DER_Height,0.766125753007945,0.854657567049808,0.787271945451195,0.70528571692501,0.77927446512472,0.540540540540541
1,5,BMI,0.763999362822849,0.850538793103448,0.782925855396523,0.70201562990744,0.781996733278216,0.540540540540541
1,5,DER_EBV,0.765387682850274,0.852933429118774,0.787149087781805,0.703031758641713,0.781391784799661,0.538851351351351
1,5,DER_RedCellVolume,0.760345108812207,0.855830938697318,0.78536765157565,0.693350823064275,0.769191990482144,0.54222972972973
1,5,DER_PercentRBCLoss,0.763866811088613,0.857626915708812,0.789329811413477,0.695032054242799,0.778024238269041,0.545608108108108
1,5,DD_Country,0.766363010015057,0.858213601532567,0.784246575342466,0.706117094980324,0.779576939363998,0.550675675675676
1,5,DER_Age,0.760684149540775,0.85536398467433,0.785398365992997,0.694256101391173,0.7712891452078,0.540540540540541
1,5,Gender_F,0.766666281193469,0.857399425287356,0.783709073038884,0.708925305300497,0.78060535177754,0.548986486486487
1,5,DD_Raceth,0.765828263496368,0.857662835249042,0.783279071196019,0.704620614480758,0.780746506422536,0.550675675675676
1,5,RQ7_Ever_Smoked,0.761482675312607,0.852957375478927,0.786995515695067,0.70232970606167,0.767256155350769,0.535472972972973
1,5,RQ8_Smoked_Past_90Days,0.766225342925165,0.858285440613027,0.784108360464402,0.705895394165574,0.779455949668287,0.550675675675676
1,5,RQ11_Liver,0.765067945529551,0.856645114942529,0.783647644204189,0.703696861085965,0.77931479502329,0.548986486486487
1,5,RQ11_Beef,0.761969980949441,0.857734674329502,0.782802997727133,0.69735991279768,0.775201145369119,0.550675675675676
1,5,RQ11_LPCT,0.765176469103931,0.85621408045977,0.785521223662387,0.707391874665139,0.775422959811256,0.543918918918919
1,5,RQ11_Clams,0.765309690598388,0.857459291187739,0.783739787456232,0.704195687919153,0.778367042406888,0.548986486486487
1,5,RQ11_OMSS,0.765106041671935,0.856585249042146,0.78512193623687,0.702459031536941,0.778709846544736,0.54222972972973
1,5,RQ11_OtrFish,0.763542116421325,0.854525862068966,0.784062288838381,0.702126480314815,0.775705269101248,0.547297297297297
1,5,RQ11_Eggs,0.764934836559985,0.854705459770115,0.784738006020026,0.705119441313947,0.778790506341877,0.543918918918919
1,5,RQ11_Dairy,0.76582191834282,0.856034482758621,0.78745623195528,0.701313577327397,0.781371619850376,0.550675675675676
1,5,compositeIronScore,0.759693475446769,0.851724137931035,0.7872105166165,0.696971936371866,0.765663124357242,0.54222972972973
1,5,supp_iron_pct_of_daily,0.760506131714956,0.857962164750958,0.782864426561828,0.701812404160585,0.763404650037305,0.54222972972973
1,5,multivitamins_per_week,0.766653132810909,0.857602969348659,0.786273726887401,0.702736157555379,0.782137887923212,0.540540540540541
1,5,RQ17_NumberOfPeriods,0.76429589953746,0.85720785440613,0.786058725965968,0.694126775915901,0.781109475509669,0.54222972972973
1,5,RQ18_Menstrual_Flow,0.767813113536576,0.858333333333333,0.782987284231218,0.709368706929998,0.782823496198907,0.550675675675676
1,5,menstrual_flow_times_freq,0.765482859722364,0.856836685823755,0.783816573499601,0.702200380586399,0.782077393075356,0.54222972972973
1,5,RQ19_Ever_Pregnant,0.766234808812123,0.857519157088123,0.783586215369494,0.705969294437157,0.780504527031115,0.550675675675676
1,5,RQ20_NumberOfPregnancies,0.765663780992148,0.85738745210728,0.783509429326126,0.703253459456463,0.78127079510395,0.554054054054054
1,5,RQ21_NumberOfLiveBirths,0.764432528897806,0.858261494252874,0.783970145586338,0.701664603617418,0.778246052711177,0.543918918918919
1,5,gender_menstrating_cohorts,0.766721916344792,0.85827346743295,0.784891578106763,0.707558150276202,0.779375289871146,0.545608108108108
1,5,time_to_fu,0.734416807954816,0.81672653256705,0.752610725474538,0.686718273689656,0.741787824403622,0.505067567567568
2,1,baseline,0.772239301145824,0.839684158110639,0.805666909620991,0.722983145448537,0.782523962932029,0.54453781512605
2,1,DER_RBC_Last12months,0.773606616232019,0.840751191520641,0.806836127308066,0.717897403884992,0.791214254464463,0.549579831932773
2,1,DER_RBC_Last24months,0.761642572339894,0.828089061721955,0.802022594752187,0.703484742775309,0.771666070079147,0.534453781512605
2,1,DER_RBCLoss_mL,0.773148735821657,0.838593412847082,0.80723092808552,0.710975654536775,0.795350594598894,0.549579831932773
2,1,DER_DaysRBCLoss,0.777434241449501,0.843525478386645,0.807534620991254,0.72986817464106,0.791572206976097,0.557983193277311
2,1,DER_DaysDRLoss,0.772192150056878,0.839956844426529,0.805666909620991,0.722891345059303,0.782205782921688,0.54453781512605
2,1,RQ1_Ever_Donated,0.772249558623843,0.839613022549973,0.805894679300292,0.72285462490361,0.782583621683968,0.54453781512605
2,1,cumLifetimeDonations,0.769053344473664,0.839221776966305,0.805545432458698,0.709506848309037,0.78391600047727,0.536134453781513
2,1,FingerstickHGB_equiv,0.753628268167425,0.829654044056624,0.770651117589893,0.713784746447325,0.76583939863978,0.529411764705882
2,1,DD_ABO_RH,0.767752258545393,0.834206719939298,0.80709426627794,0.716079756178166,0.775404685200652,0.54453781512605
2,1,DER_AdjVenousHgb,0.74268326280466,0.82660707087473,0.772943999028183,0.660742481548122,0.778944437815694,0.542857142857143
